location,km,annee,marque,model,date,price,carburant,puissance,boite,cylindre,region,city
"Tunis, Hraïria",176000.0,2011.0,Volkswagen,Polo,12 mars 2021,25800.0,Essence,5.0,Gris,Compacte,Tunis,Hraïria
"Mahdia, Hebira",300000.0,2003.0,Citroen,C15,2 mars 2021,7300.0,Diesel,7.0,Blanc,Utilitaire,Mahdia,Hebira
"Tunis, Ezzouhour",290000.0,2010.0,Ford,Fiesta,9 mars 2021,21500.0,Essence,5.0,Autre,Autres,Tunis,Ezzouhour
"Tunis, Autres villes",284000.0,2008.0,Peugeot,308,3 mars 2021,22500.0,Essence,6.0,Noir,Berline,Tunis,Autres villes
"Tunis, Autres villes",120000.0,2013.0,Peugeot,301,9 février 2021,23100.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Tunis, El Ouardia",280000.0,1999.0,Citroen,Saxo,27 février 2021,12500.0,Essence,4.0,Gris,Compacte,Tunis,El Ouardia
"Médenine, Autres villes",210.0,2012.0,Peugeot,3008,8 mars 2021,37500.0,Diesel,6.0,Noir,Monospace,Médenine,Autres villes
"Béja, Autres villes",300000.0,1987.0,Peugeot,305,22 février 2021,5500.0,Essence,6.0,Beige,Compacte,Béja,Autres villes
"Tunis, Autres villes",300000.0,2001.0,Mitsubishi,Pajero Sport,11 mars 2021,27000.0,Diesel,9.0,Manuelle,2.5,Tunis,Autres villes
"Bizerte, Autres villes",68000.0,2017.0,Peugeot,301,13 mars 2021,24800.0,Essence,5.0,Noir,Berline,Bizerte,Autres villes
"Tunis, Autres villes",144.0,2014.0,Citroen,DS3,22 février 2021,29500.0,Essence,5.0,Bleu,Compacte,Tunis,Autres villes
"Tunis, Autres villes",350000.0,2014.0,Mitsubishi,L200,20 février 2021,30000.0,Diesel,8.0,Manuelle,1.4,Tunis,Autres villes
"Tunis, Autres villes",8521.0,2005.0,Acrea,Zest,15 février 2021,1200.0,Diesel,5.0,Beige,Berline,Tunis,Autres villes
"Sfax, Autres villes",0.0,1989.0,Peugeot,205,14 février 2021,6800.0,Essence,4.0,Manuelle,1.2,Sfax,Autres villes
"La manouba, Autres villes",145.0,2014.0,Citroen,Nemo,7 février 2021,21000.0,Diesel,6.0,Blanc,Manuelle,La manouba,Autres villes
"Tunis, Autres villes",300.0,2004.0,Renault,Clio,13 mars 2021,17200.0,Essence,5.0,Noir,Autres,Tunis,Autres villes
"Tunis, El Kabaria",190000.0,2010.0,Renault,Clio,28 février 2021,25500.0,Essence,4.0,Manuelle,1.2,Tunis,El Kabaria
"Monastir, Autres villes",298000.0,1998.0,Volkswagen,Polo,12 mars 2021,11000.0,Essence,4.0,Blanc,Compacte,Monastir,Autres villes
"Tunis, Tunis",157000.0,2014.0,Audi,A3,10 mars 2021,76000.0,Diesel,5.0,Gris,Compacte,Tunis,Tunis
"Le kef, Autres villes",4500.0,1998.0,Opel,Antara,8 février 2021,6500.0,Diesel,5.0,Noir,Autres,Le kef,Autres villes
"Ariana, Autres villes",200000.0,2009.0,Ford,Fiesta,21 février 2021,19000.0,Essence,5.0,Noir,Compacte,Ariana,Autres villes
"Tunis, Autres villes",200000.0,2012.0,Citroen,C5,12 mars 2021,43200.0,Diesel,6.0,Noir,Utilitaire,Tunis,Autres villes
"Tozeur, Autres villes",164000.0,2013.0,Volkswagen,Amarok,15 février 2021,59000.0,Diesel,7.0,Gris,Pick up,Tozeur,Autres villes
"Sfax, Sfax Ville",380000.0,2008.0,Mercedes-Benz,Classe E,3 mars 2021,43000.0,Diesel,10.0,Noir,Berline,Sfax,Sfax Ville
"Sidi bouzid, Sidi Bouzid Est",300000.0,2001.0,Fiat,Doblo,9 février 2021,7000.0,Diesel,8.0,Blanc,Avec kilométrage,Sidi bouzid,Sidi Bouzid Est
"Nabeul, Autres villes",187.0,2010.0,Volkswagen,Polo,13 mars 2021,22800.0,Essence,5.0,Gris,Compacte,Nabeul,Autres villes
"Tunis, Autres villes",240000.0,1996.0,Opel,Corsa,13 mars 2021,10800.0,Essence,4.0,Bleu,Autres,Tunis,Autres villes
"Ben arous, El Mourouj",35000.0,2016.0,Chevrolet,Spark,10 février 2021,27000.0,Essence,5.0,Blanc,Autres,Ben arous,El Mourouj
"La manouba, Autres villes",5536.0,2001.0,Peugeot,205,10 mars 2021,7500.0,Diesel,15.0,Rouge,Berline,La manouba,Autres villes
"Bizerte, Bizerte",207.0,2010.0,Kia,Cerato,9 mars 2021,30000.0,Essence,7.0,Gris,Avec kilométrage,Bizerte,Bizerte
"Sousse, Sousse",200.0,2013.0,Peugeot,Partner,11 mars 2021,33000.0,Diesel,5.0,Blanc,Berline,Sousse,Sousse
"Tunis, L'aouina",140000.0,2015.0,Mercedes-Benz,Classe C,3 mars 2021,128000.0,Essence,8.0,Blanc,Berline,Tunis,L'aouina
"Monastir, Autres villes",0.0,2010.0,Peugeot,Partner,26 février 2021,17500.0,Diesel,7.0,Blanc,Compacte,Monastir,Autres villes
"Tunis, Autres villes",125000.0,2017.0,Fiat,Fiorino,25 février 2021,26500.0,Diesel,5.0,Gris,Pick up,Tunis,Autres villes
"Ben arous, Ben arous",90000.0,2018.0,Nissan,Micra,17 février 2021,29000.0,Essence,5.0,Bleu,Compacte,Ben arous,Ben arous
"Ariana, Autres villes",194.0,2005.0,Volkswagen,Polo,28 février 2021,15200.0,Essence,4.0,Gris,Compacte,Ariana,Autres villes
"Mahdia, Mahdia",250000.0,1998.0,Isuzu,Landwind,8 mars 2021,18500.0,Diesel,10.0,Blanc,Berline,Mahdia,Mahdia
"Nabeul, Autres villes",110000.0,2013.0,Nissan,Micra,5 mars 2021,23000.0,Essence,5.0,Gris,Berline,Nabeul,Autres villes
"Monastir, Autres villes",143.0,2014.0,Fiat,Grande Punto,2 mars 2021,25700.0,Essence,4.0,Noir,Cabriolet,Monastir,Autres villes
"Mahdia, Bou Merdès",460000.0,1998.0,Peugeot,106,11 mars 2021,11800.0,Essence,4.0,Blanc,Compacte,Mahdia,Bou Merdès
"Tunis, La Goulette",111.0,2009.0,mini,One,8 février 2021,28000.0,Essence,5.0,Beige,Autres,Tunis,La Goulette
"Sousse, Kantaoui",200000.0,2001.0,Mercedes-Benz,Classe C,1 mars 2021,21000.0,Diesel,7.0,Noir,Berline,Sousse,Kantaoui
"Ariana, Jardins D'el Menzah",72000.0,2015.0,Citroen,C3,16 février 2021,32500.0,Essence,5.0,Noir,Berline,Ariana,Jardins D'el Menzah
"Tunis, Menzah",16000.0,2019.0,Nissan,Micra,13 mars 2021,53500.0,Essence,4.0,Bleu,Compacte,Tunis,Menzah
"Tunis, Autres villes",290000.0,2010.0,Citroen,C5,8 février 2021,27000.0,Diesel,6.0,Noir,Compacte,Tunis,Autres villes
"Tunis, Autres villes",112000.0,2017.0,Dacia,Dokker,13 mars 2021,28500.0,Diesel,5.0,Noir,Utilitaire,Tunis,Autres villes
"Ben arous, Autres villes",207000.0,2004.0,Fiat,Siena,3 mars 2021,14000.0,Essence,5.0,Manuelle,1.6,Ben arous,Autres villes
"Monastir, Bekalta",215.0,2005.0,Peugeot,407,7 mars 2021,17500.0,Diesel,6.0,Gris,Berline,Monastir,Bekalta
"Tunis, L'aouina",30500.0,2019.0,Seat,Ibiza,12 février 2021,48000.0,Essence,4.0,Gris,Compacte,Tunis,L'aouina
"Ariana, Ghazela",228000.0,1999.0,Fiat,Punto,6 mars 2021,12800.0,Essence,4.0,Noir,Compacte,Ariana,Ghazela
"Sfax, Route el Afrane",137000.0,2013.0,Audi,Q5,10 mars 2021,100000.0,Essence,14.0,Marron,4 x 4,Sfax,Route el Afrane
"Ben arous, Ben arous",270.0,2011.0,Citroen,C4,22 février 2021,32800.0,Diesel,5.0,Gris,Avec kilométrage,Ben arous,Ben arous
"Jendouba, Jendouba",260.0,2000.0,Volkswagen,Polo,28 février 2021,11500.0,Essence,5.0,Noir,Avec kilométrage,Jendouba,Jendouba
"Ben arous, Autres villes",0.0,2003.0,Mercedes-Benz,Vito,15 février 2021,13500.0,Diesel,7.0,Blanc,Utilitaire,Ben arous,Autres villes
"Ben arous, Radès",160000.0,2013.0,BMW,Serie 1,8 février 2021,55000.0,Essence,6.0,Noir,Compacte,Ben arous,Radès
"Ariana, Borj Louzir",136000.0,2014.0,Kia,Rio,1 mars 2021,35000.0,Essence,6.0,Blanc,Autres,Ariana,Borj Louzir
"Nabeul, Nabeul",304.0,1998.0,Ford,Maverick,26 février 2021,23500.0,Diesel,11.0,Rouge,4 x 4,Nabeul,Nabeul
"Tunis, Ettahrir",240.0,2001.0,Renault,Clio,9 février 2021,16000.0,Essence,4.0,Gris,Avec kilométrage,Tunis,Ettahrir
"Kasserine, Fériana",180000.0,1998.0,Renault,Laguna,10 mars 2021,10000.0,Diesel,7.0,Vert,Compacte,Kasserine,Fériana
"Tunis, Ezzouhour",34000.0,2001.0,Peugeot,406,8 mars 2021,17500.0,Essence,7.0,Autre,Berline,Tunis,Ezzouhour
"Ben arous, El Mourouj",240000.0,2008.0,Citroen,C3,8 mars 2021,17500.0,Essence,5.0,Noir,Compacte,Ben arous,El Mourouj
"Ariana, Autres villes",240000.0,2007.0,Volkswagen,Polo,7 mars 2021,18800.0,Essence,4.0,Gris,Autres,Ariana,Autres villes
"Ben arous, Fouchana",106.0,2011.0,Renault,Fluence,16 février 2021,32500.0,Essence,7.0,Noir,Berline,Ben arous,Fouchana
"Mahdia, Chebba",320000.0,2008.0,Autres,Autres,23 février 2021,15000.0,Essence,0.0,Gris,Autres,Mahdia,Chebba
"Sfax, Autres villes",0.0,2004.0,Renault,Clio,10 février 2021,14000.0,Essence,5.0,Noir,Manuelle,Sfax,Autres villes
"Ariana, Autres villes",180.0,2013.0,Citroen,C-Elysée,10 mars 2021,22000.0,Essence,5.0,Bleu,Berline,Ariana,Autres villes
"Tunis, Autres villes",180.0,2008.0,Volkswagen,Polo,5 mars 2021,20500.0,Essence,180.0,Gris,Compacte,Tunis,Autres villes
"Sidi bouzid, Cebbala Ouled Asker",158000.0,1990.0,Peugeot,504,1 mars 2021,14000.0,Diesel,8.0,Blanc,4 x 4,Sidi bouzid,Cebbala Ouled Asker
"Ariana, Jardins D'el Menzah",96405.0,2016.0,Peugeot,308,8 mars 2021,43000.0,Essence,5.0,Blanc,Berline,Ariana,Jardins D'el Menzah
"Mahdia, Autres villes",155600.0,2011.0,Volkswagen,Touran,12 mars 2021,39700.0,Diesel,6.0,Bleu,Compacte,Mahdia,Autres villes
"Sousse, Sousse Sidi Abdelhamid",60000.0,2019.0,Fiat,Fiorino,23 février 2021,15000.0,Diesel,5.0,Blanc,Utilitaire,Sousse,Sousse Sidi Abdelhamid
"Monastir, Ksar Hellal",270.0,2007.0,Citroen,C4,3 mars 2021,21300.0,Essence,6.0,Noir,Avec kilométrage,Monastir,Ksar Hellal
"Sousse, Hammam Sousse",60000.0,2018.0,Renault,Clio,22 février 2021,35500.0,Essence,5.0,Blanc,Berline,Sousse,Hammam Sousse
"Tunis, Manar",138000.0,2015.0,Peugeot,Partner,19 février 2021,29000.0,Diesel,5.0,Blanc,Utilitaire,Tunis,Manar
"Kairouan, Sbikha",260.0,1997.0,Peugeot,106,16 février 2021,11500.0,Essence,4.0,Vert,Compacte,Kairouan,Sbikha
"Médenine, Autres villes",1500.0,2016.0,Skoda,Rapid,13 mars 2021,42000.0,Essence,6.0,Blanc,Avec kilométrage,Médenine,Autres villes
"Nabeul, Hammamet",1.0,1994.0,Opel,Astra,5 mars 2021,7500.0,Diesel,1.0,Blanc,Avec kilométrage,Nabeul,Hammamet
"Bizerte, Autres villes",0.0,1998.0,Toyota,Tercel,4 mars 2021,7900.0,Essence,6.0,Gris,Berline,Bizerte,Autres villes
"Bizerte, Autres villes",103000.0,2016.0,Volkswagen,Caddy,11 février 2021,41000.0,Diesel,5.0,Noir,Utilitaire,Bizerte,Autres villes
"Sousse, Sousse",92000.0,2018.0,Ford,Ranger,8 mars 2021,145000.0,Diesel,7.0,Gris,4 x 4,Sousse,Sousse
"Zaghouan, Autres villes",300.0,2001.0,Volkswagen,Polo,11 mars 2021,1111.0,Essence,4.0,Manuelle,&lt;1.0,Zaghouan,Autres villes
"Ben arous, Autres villes",200000.0,2006.0,Renault,Megane,23 février 2021,18500.0,Essence,6.0,Noir,Compacte,Ben arous,Autres villes
"Nabeul, Nabeul",93000.0,2016.0,Peugeot,Partner,23 février 2021,43000.0,Essence,7.0,Blanc,Autres,Nabeul,Nabeul
"Gafsa, Autres villes",203000.0,2011.0,Peugeot,Partner,23 février 2021,18500.0,Diesel,7.0,Blanc,Manuelle,Gafsa,Autres villes
"Tunis, Autres villes",200000.0,2012.0,Nissan,Navara,1 mars 2021,52000.0,Diesel,8.0,Manuelle,3,Tunis,Autres villes
"Médenine, Autres villes",186000.0,2010.0,Renault,Clio,2 mars 2021,27800.0,Essence,5.0,Gris,Manuelle,Médenine,Autres villes
"Nabeul, Hammamet",350.0,2004.0,Renault,Megane,15 février 2021,13000.0,Diesel,7.0,Gris,Compacte,Nabeul,Hammamet
"Ariana, Ennasr",118000.0,2014.0,BMW,Serie 1,6 mars 2021,49000.0,Essence,6.0,Noir,Berline,Ariana,Ennasr
"Tunis, Ezzouhour",350000.0,1985.0,Ford,Escort,9 février 2021,6500.0,Essence,5.0,Gris,Autres,Tunis,Ezzouhour
"Bizerte, Autres villes",87000.0,2017.0,Chery,A3,22 février 2021,26500.0,Essence,6.0,Blanc,Compacte,Bizerte,Autres villes
"Tunis, Autres villes",164000.0,2007.0,Peugeot,206,14 février 2021,19500.0,Essence,4.0,Manuelle,1.2,Tunis,Autres villes
"Tunis, Tunis",156000.0,2011.0,Volkswagen,Passat CC,11 mars 2021,39000.0,Essence,12.0,Gris,Berline,Tunis,Tunis
"Sousse, Autres villes",166000.0,2014.0,Peugeot,Partner,12 février 2021,27500.0,Diesel,5.0,Noir,Berline,Sousse,Autres villes
"Monastir, Autres villes",154000.0,2010.0,Peugeot,Partner,17 février 2021,35000.0,Diesel,6.0,Bleu,Utilitaire,Monastir,Autres villes
"Sfax, Autres villes",153.0,2014.0,Volkswagen,Polo,13 mars 2021,26500.0,Essence,5.0,Noir,Avec kilométrage,Sfax,Autres villes
"Sfax, Autres villes",150000.0,1991.0,Opel,Kadett,28 février 2021,6500.0,Essence,6500.0,Manuelle,&gt;4.0,Sfax,Autres villes
"Tunis, Centre Ville - Lafayette",74000.0,2017.0,Mazda,BT-50,27 février 2021,82000.0,Diesel,9.0,Blanc,Pick up,Tunis,Centre Ville - Lafayette
"Tunis, Tunis",164000.0,2004.0,Renault,Megane,12 mars 2021,19500.0,Essence,6.0,Gris,Berline,Tunis,Tunis
"Tunis, Autres villes",60000.0,2015.0,Mazda,6,7 mars 2021,70000.0,Essence,9.0,Noir,Berline,Tunis,Autres villes
"Tunis, Autres villes",386266.0,2004.0,Peugeot,Partner,2 mars 2021,16500.0,Diesel,7.0,Blanc,Berline,Tunis,Autres villes
"Ben arous, Ben arous",295000.0,2012.0,Iveco,Daily,25 février 2021,35000.0,Diesel,10.0,Manuelle,2.2,Ben arous,Ben arous
"Sfax, Autres villes",100000.0,1981.0,Peugeot,504,5 mars 2021,3000.0,Diesel,8.0,Manuelle,&gt;4.0,Sfax,Autres villes
"Ariana, Mnihla",330.0,2010.0,Citroen,C4 Picasso,17 février 2021,30000.0,Diesel,6.0,Marron,Compacte,Ariana,Mnihla
"Jendouba, Autres villes",350000.0,2000.0,Peugeot,406,22 février 2021,15000.0,Essence,7.0,Noir,Berline,Jendouba,Autres villes
"Tunis, Centre Ville - Lafayette",30000.0,2019.0,Renault,Clio,8 février 2021,47500.0,Essence,5.0,Autre,Autres,Tunis,Centre Ville - Lafayette
"Ariana, Ariana Ville",74000.0,2017.0,Hyundai,Grand i10,13 mars 2021,30000.0,Essence,5.0,Orange,Cabriolet,Ariana,Ariana Ville
"Tataouine, Ghomrassen",300000.0,1985.0,Mercedes-Benz,190,8 février 2021,12000.0,Diesel,7.0,Multicolore,Berline,Tataouine,Ghomrassen
"Ariana, Autres villes",86000.0,2014.0,Ford,Ka,12 mars 2021,26500.0,Essence,4.0,Gris,Berline,Ariana,Autres villes
"Tunis, Autres villes",299000.0,2006.0,Renault,Megane,7 février 2021,14000.0,Diesel,5.0,Noir,Manuelle,Tunis,Autres villes
"Monastir, Monastir",1000.0,1990.0,Citroen,C15,7 mars 2021,40000.0,Diesel,4.0,Blanc,Utilitaire,Monastir,Monastir
"Ben arous, Autres villes",54000.0,2019.0,Volkswagen,Polo,4 mars 2021,40000.0,Essence,5.0,Noir,Berline,Ben arous,Autres villes
"Ariana, Autres villes",200000.0,2008.0,BMW,Serie 1,22 février 2021,35500.0,Diesel,7.0,Noir,Compacte,Ariana,Autres villes
"Monastir, Autres villes",340000.0,2000.0,Rover,75,14 février 2021,20000.0,Diesel,7.0,Noir,Berline,Monastir,Autres villes
"La manouba, Autres villes",190000.0,2007.0,Citroen,Jumper,7 mars 2021,48000.0,Diesel,7.0,Blanc,Utilitaire,La manouba,Autres villes
"Ben arous, Radès",130000.0,2016.0,Citroen,Nemo,10 mars 2021,24000.0,Diesel,6.0,Blanc,Utilitaire,Ben arous,Radès
"Bizerte, Bizerte",200000.0,2007.0,Volkswagen,Polo,14 février 2021,19500.0,Essence,4.0,Gris,Compacte,Bizerte,Bizerte
"Tunis, La Marsa",52000.0,2017.0,Toyota,Yaris,3 mars 2021,46000.0,Essence,5.0,Noir,Berline,Tunis,La Marsa
"Tunis, L'aouina",15000.0,2020.0,Toyota,RAV 4,5 mars 2021,135000.0,Hybride,9.0,Rouge,4 x 4,Tunis,L'aouina
"Monastir, Autres villes",285000.0,2004.0,Renault,Clio,18 février 2021,13700.0,Essence,5.0,Noir,Berline,Monastir,Autres villes
"Ben arous, Ben arous",157000.0,2009.0,Renault,Megane,8 mars 2021,22500.0,Essence,6.0,Manuelle,1.2,Ben arous,Ben arous
"Tunis, Autres villes",31.0,1995.0,Opel,Corsa,7 février 2021,11600.0,Essence,1.0,Blanc,Autres,Tunis,Autres villes
"Tunis, Autres villes",180.0,2015.0,Kia,Rio,11 mars 2021,34000.0,Essence,5.0,Noir,Berline,Tunis,Autres villes
"Ben arous, Autres villes",91000.0,2001.0,Peugeot,Partner,9 mars 2021,13000.0,Diesel,7.0,Blanc,Utilitaire,Ben arous,Autres villes
"Monastir, Monastir",41000.0,2018.0,Cadillac,Escalade,8 mars 2021,180000.0,Essence,34.0,Autre,4 x 4,Monastir,Monastir
"Ariana, Ennasr",85000.0,2017.0,Hyundai,Grand i10,4 mars 2021,28500.0,Essence,5.0,Rouge,Autres,Ariana,Ennasr
"Sfax, Autres villes",211000.0,2009.0,Mercedes-Benz,Classe C,5 mars 2021,48000.0,Essence,9.0,Noir,Berline,Sfax,Autres villes
"Tunis, Autres villes",139000.0,2016.0,Citroen,Berlingo,7 mars 2021,31000.0,Diesel,5.0,Blanc,Nouveau,Tunis,Autres villes
"Tunis, Autres villes",0.0,1999.0,Volkswagen,Transporter,26 février 2021,18000.0,Diesel,10.0,Blanc,Utilitaire,Tunis,Autres villes
"Gafsa, Autres villes",85000.0,2017.0,Peugeot,301,13 février 2021,28500.0,Essence,5.0,Marron,Berline,Gafsa,Autres villes
"Sousse, Autres villes",165000.0,2008.0,Porsche,Cayenne,8 février 2021,95000.0,Essence,21.0,Noir,4 x 4,Sousse,Autres villes
"Bizerte, Autres villes",172.0,2005.0,Renault,Clio,13 mars 2021,17400.0,Essence,4.0,Bleu,Compacte,Bizerte,Autres villes
"Tunis, Autres villes",105000.0,2015.0,Citroen,Jumpy,21 février 2021,37000.0,Diesel,5.0,Blanc,Utilitaire,Tunis,Autres villes
"Tunis, Autres villes",97000.0,2018.0,Seat,Leon,13 mars 2021,56000.0,Essence,6.0,Gris,Compacte,Tunis,Autres villes
"Ariana, Autres villes",59000.0,2015.0,Nissan,Qashqai,12 mars 2021,74500.0,Essence,6.0,Blanc,4 x 4,Ariana,Autres villes
"Ben arous, Boumhel",110000.0,2017.0,Fiat,Punto,13 février 2021,28500.0,Essence,4.0,Blanc,Autres,Ben arous,Boumhel
"Sousse, Sousse",115.0,2017.0,Fiat,Grande Punto,4 mars 2021,29000.0,Essence,4.0,Blanc,Avec kilométrage,Sousse,Sousse
"Tunis, La Marsa",0.0,2020.0,Autres,Autres,9 mars 2021,99950.0,Essence,10.0,Blanc,Autres,Tunis,La Marsa
"Tunis, Centre Urbain Nord",35820.0,2019.0,Seat,Leon,6 mars 2021,61000.0,Essence,6.0,Blanc,Compacte,Tunis,Centre Urbain Nord
"Kébili, Autres villes",160000.0,2009.0,Mazda,E2000,11 mars 2021,6500.0,Diesel,100.0,Blanc,Autres,Kébili,Autres villes
"Tunis, Menzah",190000.0,2014.0,Peugeot,Bipper,22 février 2021,23000.0,Diesel,5.0,Blanc,Utilitaire,Tunis,Menzah
"Sfax, Route el Afrane",1.0,2011.0,Peugeot,206+,23 février 2021,22000.0,Essence,4.0,Avec kilométrage,Manuelle,Sfax,Route el Afrane
"Tunis, Autres villes",128000.0,2016.0,Citroen,Nemo,11 mars 2021,22700.0,Diesel,6.0,Blanc,Compacte,Tunis,Autres villes
"Jendouba, Autres villes",250000.0,2007.0,Jeep,Compass,7 février 2021,38000.0,Diesel,8.0,Noir,4 x 4,Jendouba,Autres villes
"Sfax, Sakiet Ezzit",40000.0,2012.0,Citroen,C4,11 mars 2021,34500.0,Essence,6.0,Gris,Berline,Sfax,Sakiet Ezzit
"Zaghouan, Autres villes",364000.0,2005.0,Fiat,Punto,26 février 2021,12000.0,Essence,5.0,Gris,Berline,Zaghouan,Autres villes
"Ben arous, El Mourouj",120000.0,2014.0,Seat,Ibiza,12 mars 2021,27700.0,Essence,5.0,Blanc,Berline,Ben arous,El Mourouj
"Ben arous, Mornag",200000.0,1998.0,Opel,Astra,7 mars 2021,7000.0,Diesel,5.0,Blanc,Compacte,Ben arous,Mornag
"Kairouan, Kairouan Sud",300.0,2006.0,Fiat,Palio,20 février 2021,14000.0,Essence,5.0,Gris,Berline,Kairouan,Kairouan Sud
"Tunis, Le Bardo",285000.0,1994.0,Peugeot,306,25 février 2021,14000.0,Diesel,6.0,Blanc,Compacte,Tunis,Le Bardo
"Tunis, Tunis",200000.0,2003.0,Peugeot,206,11 février 2021,15500.0,Essence,4.0,Bleu,Compacte,Tunis,Tunis
"Sfax, Autres villes",172000.0,2000.0,Fiat,Palio,22 février 2021,11200.0,Essence,4.0,Vert,Berline,Sfax,Autres villes
"Tunis, Sidi El Béchir",120000.0,2016.0,Seat,Leon,8 février 2021,44000.0,Essence,6.0,Blanc,Nouveau,Tunis,Sidi El Béchir
"Sfax, Autres villes",1111.0,2008.0,Renault,Clio,8 février 2021,19000.0,Essence,5.0,Noir,Autres,Sfax,Autres villes
"Tunis, Autres villes",147000.0,2013.0,Volkswagen,Polo,13 mars 2021,27000.0,Essence,5.0,Marron,Compacte,Tunis,Autres villes
"Tunis, Centre Urbain Nord",200000.0,2015.0,Mercedes-Benz,Citan,12 février 2021,32000.0,Diesel,5.0,Blanc,Manuelle,Tunis,Centre Urbain Nord
"Tunis, El Ouardia",209000.0,2015.0,Mazda,CX-5,3 mars 2021,65000.0,Essence,9.0,Rouge,4 x 4,Tunis,El Ouardia
"Ariana, Ghazela",5000.0,2000.0,Peugeot,205,11 mars 2021,6500.0,Essence,15.0,Noir,Berline,Ariana,Ghazela
"Tunis, Autres villes",205.0,1995.0,Opel,Corsa,13 mars 2021,10700.0,Essence,4.0,Bleu,Avec kilométrage,Tunis,Autres villes
"Tunis, Autres villes",105.0,2016.0,Citroen,C4,1 mars 2021,36000.0,Essence,6.0,Gris,Compacte,Tunis,Autres villes
"Ariana, La Soukra",0.0,2000.0,Volkswagen,Polo,11 février 2021,12000.0,Essence,5.0,Blanc,Compacte,Ariana,La Soukra
"Tunis, Autres villes",35000.0,2017.0,Citroen,DS3,9 mars 2021,48500.0,Essence,5.0,Manuelle,1.2,Tunis,Autres villes
"Ben arous, Autres villes",104000.0,2017.0,Chery,A3,1 mars 2021,24000.0,Essence,6.0,Noir,Utilitaire,Ben arous,Autres villes
"Nabeul, Soliman",226000.0,2012.0,Peugeot,206+,3 mars 2021,22000.0,Essence,5.0,Noir,Compacte,Nabeul,Soliman
"Tunis, La Marsa",30000.0,2012.0,Volkswagen,Touran,21 février 2021,31000.0,Essence,8.0,Gris,Monospace,Tunis,La Marsa
"Gafsa, Autres villes",23500.0,2017.0,Hyundai,Grand i10,20 février 2021,34500.0,Essence,5.0,Rouge,Compacte,Gafsa,Autres villes
"Nabeul, Béni Khiar",200000.0,1997.0,Volkswagen,Polo,13 mars 2021,11200.0,Essence,4.0,Blanc,Berline,Nabeul,Béni Khiar
"Sfax, Menzel Chaker",1.0,1990.0,Autres,Autres,8 mars 2021,4000.0,Essence,1.0,Rouge,Autres,Sfax,Menzel Chaker
"Tunis, Autres villes",80000.0,2017.0,Renault,Symbol,6 mars 2021,27900.0,Essence,5.0,Noir,Compacte,Tunis,Autres villes
"Ben arous, Ben arous",248.0,2000.0,Citroen,Saxo,13 mars 2021,10000.0,Essence,4.0,Bleu,Autres,Ben arous,Ben arous
"Tunis, La Marsa",250.0,2006.0,Audi,A4,15 février 2021,25000.0,Diesel,7.0,Noir,Berline,Tunis,La Marsa
"Bizerte, Bizerte Nord",60.0,2018.0,Seat,Ibiza,13 mars 2021,36000.0,Essence,4.0,Doré,Compacte,Bizerte,Bizerte Nord
"Mahdia, Autres villes",167.0,2008.0,Peugeot,308,7 mars 2021,24000.0,Essence,6.0,Bleu,Berline,Mahdia,Autres villes
"Tunis, Autres villes",150000.0,1995.0,Peugeot,205,11 mars 2021,8100.0,Essence,4.0,Blanc,Autres,Tunis,Autres villes
"Tunis, Autres villes",420000.0,1992.0,Volkswagen,Fox,11 mars 2021,7500.0,Essence,4.0,Blanc,Compacte,Tunis,Autres villes
"Nabeul, Hammamet",43000.0,2019.0,Autres,Autres,8 février 2021,36000.0,Diesel,7.0,Blanc,Cabriolet,Nabeul,Hammamet
"Tunis, La Marsa",300000.0,2001.0,Mercedes-Benz,Classe S,26 février 2021,33000.0,Essence,16.0,Gris,Berline,Tunis,La Marsa
"Ariana, Borj Louzir",47000.0,2014.0,BMW,M3,18 février 2021,130000.0,Diesel,10.0,Blanc,Berline,Ariana,Borj Louzir
"Nabeul, Nabeul",180958.0,2003.0,Peugeot,206,8 février 2021,13000.0,Essence,4.0,Gris,Compacte,Nabeul,Nabeul
"Tunis, La Marsa",138000.0,2014.0,Volkswagen,Golf 7,6 mars 2021,58000.0,Essence,5.0,Bleu,Compacte,Tunis,La Marsa
"Ariana, Autres villes",199.0,2014.0,Ssangyong,Actyon,15 février 2021,41000.0,Diesel,7.0,Blanc,Pick up,Ariana,Autres villes
"Gabès, Mareth",111111.0,1988.0,BMW,Serie 5,25 février 2021,9000.0,Essence,11.0,Bleu,Berline,Gabès,Mareth
"Kasserine, Sbeïtla",300000.0,2008.0,Volkswagen,Transporter,14 février 2021,40000.0,Diesel,7.0,Blanc,Utilitaire,Kasserine,Sbeïtla
"Béja, Autres villes",250.0,1998.0,Peugeot,406,2 mars 2021,10500.0,Essence,7.0,Noir,Compacte,Béja,Autres villes
"Ben arous, Medina Jedida",320.0,2005.0,Volkswagen,Golf 5,7 mars 2021,27500.0,Diesel,6.0,Gris,Compacte,Ben arous,Medina Jedida
"Tunis, Autres villes",0.0,1984.0,Mercedes-Benz,190,6 février 2021,4800.0,Diesel,6.0,Noir,Berline,Tunis,Autres villes
"Tunis, Le Bardo",65000.0,2017.0,Suzuki,Baleno,15 février 2021,45000.0,Essence,92.0,Bleu,Compacte,Tunis,Le Bardo
